0.367437744,0.34657359,0.364036444,0,0,0,0,0.165394816,0.372469415,3
0.364350238,0.34657359,0.329475433,0.34559725,0.366948032,0.34657359,0.306495374,0.191287619,0.371785626,4
0.359328463,0.34657359,0.367872753,0,0,0,0,0.124020731,0.370400907,2
0,0.34657359,0.367381209,0,0.133692997,0.075985456,0.596527681,0.079760429,0.372179006,3
0.359328463,0.34657359,0.359085074,0,0.300468714,0.197303797,0.67776488,0,0.364918597,3
0.367437744,0.34657359,0.361231443,0,0.261818277,0,0.170684035,0.124020731,0.370781647,5
0.359328463,0.34657359,0.353863732,0,0.133692997,0,0,0,0.368937668,2
0.359328463,0.34657359,0.359651961,0,0.060037745,0,0,0.124020731,0.371785626,4
0.367437744,0.34657359,0.340730059,0,0.060037745,0,0,0.10957984,0.368937668,3
0.364350238,0.34657359,0.325851246,0.156278479,0.100550217,0,0,0.215761554,0.370781647,3
0.366516293,0.34657359,0.367678918,0,0.352768691,0.16457489,0.220011398,0.20370576,0.316199804,3
0.366516293,0.34657359,0.353067915,0,0.228413917,0.26994875,0.30940032,0.124020731,0.358436843,2
0.367794449,0.34657359,0.359332493,0.366516293,0.328442889,0.125311405,0,0.215761554,0.370781647,4
0.367873341,0.34657359,0.361864561,0,0.100550217,0.125311405,0.230258509,0.280008895,0.344377417,2
0,0.34657359,0.359946278,0,0.162049888,0.075985456,0.364350238,0.165394816,0.364918597,4
0.284567998,0.34657359,0.355217679,0.596127775,0.288910291,0.24917126,0.432984048,0.13814109,0.34967922,2
0.306495374,0.34657359,0.313058092,0,0,0.075985456,0.594059762,0.079760429,0.3693146,3
0,0.34657359,0.291973172,0,0.162049888,0,0.19379986,0.23875352,0.338417414,4
0.359328463,0.34657359,0.365126347,0,0,0,0,0.064393347,0.372179006,4
0.366516293,0.34657359,0.308438709,0,0.162049888,0.197303797,0.723547915,0.227446947,0.34967922,3
0.359328463,0.34657359,0.367879421,0,0.060037745,0,0,0.04872863,0.371485301,4
0.34657359,0.34657359,0.367644682,0,0.060037745,0,0,0.079760429,0.372179006,4
0.366516293,0.34657359,0.35084392,0,0.261818277,0.075985456,0,0.20370576,0.3693146,2
0.367873341,0.34657359,0.339198643,0,0.300468714,0.225173635,0.462727531,0.094824464,0.367106728,2
0.363066724,0.34657359,0.236388601,0.321887582,0.359186017,0.353280951,0.405896725,0.094824464,0.364918597,3
0.361191841,0.34657359,0.256975713,0,0.100550217,0.16457489,0,0.094824464,0.3693146,3
0.366516293,0.34657359,0.301135948,0.321887582,0.261818277,0.16457489,0,0.260194539,0.34967922,2
0.367873341,0.34657359,0.348830121,0,0.186848026,0.225173635,0.335738289,0.124020731,0.372469415,2
0.367794449,0.34657359,0.175788198,0,0.100550217,0.075985456,0,0.227446947,0.370781647,3
0.36768193,0.34657359,0.365219074,0,0.208810175,0.075985456,0.352305204,0.094824464,0.372469415,3
0.367873341,0.34657359,0.249672461,0,0.162049888,0.075985456,0.230258509,0.270310072,0.370781647,2
0.361191841,0.34657359,0.363832431,0,0.245998686,0.16457489,0.230258509,0,0.370400907,3
0.367437744,0.34657359,0.311680669,0,0,0,0.151389245,0.13814109,0.372179006,3
0.366516293,0.34657359,0.367705351,0,0.060037745,0,0.323096491,0.151934631,0.372179006,3
0.320407783,0.34657359,0.034553797,0,0,0,0.17695863,0,0.372179006,3
0.364618971,0.34657359,0.365412248,0,0.060037745,0,0.136463777,0.178514841,0.3693146,2
0.367437744,0.34657359,0.357907195,0,0.245998686,0.16457489,0.149749893,0.178514841,0.37234308,2
0.367437744,0.34657359,0.367649599,0,0,0,0,0.20370576,0.370781647,2
0.321887582,0.34657359,0.359443188,0,0.060037745,0,0,0.20370576,0.371785626,2
0.366516293,0.34657359,0.363214532,0,0.186848026,0,0,0.094824464,0.367106728,2
0.367873341,0.34657359,0.274345376,0,0,0,0,0.20370576,0.371485301,2
0.361191841,0.34657359,0.366416252,0,0.060037745,0.125311405,0.321887582,0.23875352,0.367366666,2
0.367437744,0.34657359,0.357456587,0,0.060037745,0,0.350110658,0.215761554,0.370781647,2
0.367873341,0.34657359,0.348189489,0,0.133692997,0.125311405,0,0.215761554,0.3693146,3
0.36768193,0.34657359,0.151552917,0,0.245998686,0.075985456,0.17695863,0.151934631,0.361949545,3
0.367437744,0.34657359,0.210627289,0,0.060037745,0.075985456,0.157898578,0.165394816,0.372469415,2
0.366516293,0.34657359,0.243890527,0,0.162049888,0,0,0.079760429,0.3693146,2
0.366516293,0.34657359,0.225408292,0.321887582,0.276069688,0.16457489,0,0.191287619,0.371785626,2
0.332740515,0.34657359,0.300506074,0,0,0,0,0.04872863,0.370400907,5
0.367873341,0.34657359,0.356319857,0,0,0,0,0.215761554,0.370400907,3
0.332740515,0.34657359,0.324192855,0,0.300468714,0.075985456,0.222817769,0.079760429,0.372179006,5
0,0.34657359,0.282745842,0.321887582,0.366948032,0.34657359,0.637510378,0.191287619,0.371785626,4
0.321887582,0.34657359,0.366250294,0,0.162049888,0.075985456,0,0.064393347,0.370400907,3
0.34657359,0.34657359,0.338152152,0,0.060037745,0,0.329611036,0.094824464,0.37234308,5
0.361191841,0.34657359,0.367284439,0,0.208810175,0.16457489,0.399063152,0.094824464,0.368937668,3
0.315941762,0.34657359,0.25603394,0.321887582,0.328442889,0.16457489,0.59813185,0.04872863,0.370400907,5
0.366516293,0.34657359,0.359085074,0.117705866,0.060037745,0.075985456,0,0,0.330629999,5
0.34657359,0.34657359,0.367437744,0,0.276069688,0.225173635,0.259781395,0.079760429,0.372179006,4
0.315941762,0.34657359,0.362084608,0.321887582,0.261818277,0.16457489,0.510267404,0.079760429,0.372179006,5
0.367873341,0.34657359,0.360349164,0,0.162049888,0,0.367338976,0.249672461,0.358436843,2
0.34657359,0.34657359,0.361159653,0,0.133692997,0.125311405,0,0,0.344809257,5
0.359328463,0.34657359,0.36787551,0.321887582,0.300468714,0.075985456,0.36290713,0.20370576,0.324372086,3
0.366516293,0.34657359,0.183153423,0,0.060037745,0.075985456,0.373403259,0,0.364918597,2
0.367437744,0.34657359,0.31466025,0,0.261818277,0.303580236,0.473885314,0.20370576,0,5
0.359328463,0.34657359,0.325693325,0,0.100550217,0.075985456,0.230258509,0,0.362383199,5
0.361191841,0.34657359,0.355528633,0,0.060037745,0,0,0.079760429,0.367106728,3
0.367873341,0.34657359,0.338642124,0.366516293,0.228094088,0.362663076,0.366516293,0.20370576,0.367366666,3
0.367437744,0.34657359,0.364350238,0.321887582,0.186848026,0,0,0.13814109,0.371485301,2
0.361191841,0.34657359,0.367821287,0.40951948,0.317090426,0.358613515,0.366516293,0.178514841,0.370781647,3
0,0.34657359,0,0,0.133692997,0.075985456,0.103715096,0.094824464,0.35630766,2
0.34657359,0.34657359,0.202725539,0.313179197,0.228413917,0.075985456,0.297422896,0.10957984,0.37234308,6
0.361191841,0.34657359,0.355941401,0,0.133692997,0.225173635,0.48249282,0.079760429,0.364918597,2
0.364350238,0.34657359,0.198850883,0,0.276069688,0.16457489,0,0.249672461,0.338417414,2
0.364350238,0.34657359,0.18048402,0.321887582,0.261818277,0.125311405,0,0.249672461,0.34967922,3
0.359328463,0.34657359,0.354889997,0.366516293,0.310852067,0.16457489,0,0.321857621,0.307193569,4
0.367437744,0.34657359,0.366148385,0,0,0,0,0.20370576,0.372469415,3
0.367873341,0.34657359,0.355790333,0.321887582,0.300468714,0.225173635,0.230258509,0.227446947,0.358436843,3
0.230258509,0.34657359,0.338726965,0,0.100550217,0.075985456,0,0.227446947,0.370781647,2
0,0.34657359,0.323233862,0,0.100550217,0,0.267117943,0.227446947,0.3693146,4
0.366516293,0.34657359,0.344996241,0,0,0,0.074875671,0,0.294922495,2
0,0.34657359,0.367762353,0.178514841,0.361823561,0.32859294,0.428544465,0.20370576,0.3693146,5
0.34657359,0.34657359,0.347118103,0.321887582,0.310852067,0.125311405,0.230258509,0,0.138295536,3
0.365555229,0.34657359,0.222146207,0,0.162049888,0.24917126,0.343405722,0,0.372469415,2
0.361191841,0.34657359,0.334016067,0,0.100550217,0.125311405,0.511326002,0.298113101,0.367366666,1
0.367437744,0.34657359,0.367879129,0,0.060037745,0,0.34076594,0.079760429,0.370781647,2
0.366516293,0.34657359,0.356040062,0.321887582,0.288910291,0.125311405,0,0.227446947,0.34967922,6
0.366516293,0.34657359,0.360108897,0,0.060037745,0.075985456,0,0.20370576,0.3693146,2
0.367873341,0.34657359,0.32663696,0,0.100550217,0,0,0.04872863,0.371785626,3
0.367873341,0.34657359,0.357247894,0.321887582,0.245998686,0.125311405,0.220011398,0.191287619,0.371785626,3
0.367437744,0.34657359,0.245003618,0,0.060037745,0,0.249672461,0.0327715,0.372179006,2
0.365858666,0.34657359,0.35705078,0,0,0.075985456,0.124591741,0.165394816,0.37234308,2
0.366516293,0.34657359,0.329611036,0,0.186848026,0.197303797,0.585568327,0.23875352,0.344377417,2
0.359328463,0.34657359,0.321167038,0,0.208810175,0.075985456,0.133095077,0.079760429,0.367106728,2
0.34657359,0.34657359,0.045801626,0,0,0,0.003991989,0.079760429,0.370400907,4
